ITEM,n_obs,intercepto,coef,r2,total_done_mean,delta_tempo_mean
114102,38,60.58743279958381,19.343141222035953,0.5053079197909824,7.184210526315789,199.55263157894737
108031,22,186.94610778443112,19.31736526946108,0.0031082304731397947,2.3181818181818183,231.72727272727272
118253,195,285.44313827476145,19.2451619036694,0.11633799426503699,7.856410256410256,436.64102564102564
111728,25,186.1810610689592,19.07061444235424,0.4539779586309496,22.36,612.6
181887,195,335.5764165468181,19.070481004044026,0.061917802680453216,6.81025641025641,465.4512820512821
109873,18,59.65546218487395,18.777310924369747,0.17573033200497645,2.4444444444444446,105.55555555555556
140957,111,234.19520072527422,18.715931948890823,0.06405350041469748,5.72972972972973,341.43243243243245
123889,285,242.5959201766544,18.51309732366932,0.42257692909340994,13.43859649122807,491.3859649122807
160057,215,311.4803231862828,17.981501109040405,0.09843689606762385,6.3534883720930235,425.72558139534885
108361,194,174.53684608560326,17.187711530750278,0.04071632181091167,4.005154639175258,243.3762886597938
122981,332,158.45540516825778,17.054052217903624,0.18920312036334963,8.737951807228916,307.47289156626505
118251,81,226.53560658985856,16.82841047683328,0.23674235992599224,9.74074074074074,390.4567901234568
140915,30,353.18596634462745,16.79003946115117,0.23638985825872438,9.3,509.3333333333333
180420,36,700.5011032531825,16.620537482319666,0.049915197779920484,7.25,821.0
121923,150,244.8501378620141,16.437558003741874,0.04598249774264018,4.806666666666667,323.86
120339,845,205.8504239170605,16.267679940284413,0.2046878041712511,10.501775147928994,376.68994082840237
180098,15,543.070204904266,16.23614376889487,0.029006117953231825,5.066666666666666,625.3333333333334
122967,148,199.88225955196503,16.126347431213016,0.3890471494331359,23.445945945945947,577.9797297297297
123520,84,290.31116723053225,16.082167936405963,0.09266437807215422,7.369047619047619,408.82142857142856
181056,149,323.04924545395966,16.045494520490816,0.023654003250405453,4.375838926174497,393.26174496644296
124371,1041,151.3577606989939,15.946659865647497,0.39248407157485543,13.496637848222862,366.5840537944284
123521,252,189.52356705824772,15.807823054331863,0.17262892270561647,6.523809523809524,292.6507936507937
123907,249,225.47088163885468,15.713984071040985,0.348516818418374,18.538152610441767,516.7791164658635
124475,1042,199.7144822316562,15.673964798209644,0.3468166018514156,11.463531669865644,379.3934740882917
122968,55,432.7094129234649,15.655224081864347,0.2908094039323226,18.036363636363635,715.0727272727273
111353,61,244.17474662556629,15.63390313390314,0.045730964336376134,5.0,322.344262295082
110354,19,141.10714285714283,15.548319327731095,0.01713763655707945,2.6842105263157894,182.8421052631579
124489,17,199.3412095566011,15.442636738770467,0.6266011224573852,11.588235294117647,378.29411764705884
120271,198,163.3043830021208,15.275445762312467,0.14250802029696985,6.595959595959596,264.06060606060606
110531,11,305.92105263157896,15.258771929824553,0.02546662310578862,3.8181818181818183,364.1818181818182
124729,56,164.53880941187006,15.20514026014731,0.6565791973824284,9.125,303.2857142857143
121651,1472,193.87839820682044,14.982523574885422,0.3520515562265625,15.35461956521739,423.92934782608694
124477,228,336.5262888410629,14.801918216907989,0.2728029795893733,10.074561403508772,485.64912280701753
120008,280,342.25383327953494,14.678357735543802,0.3278028774162445,23.90714285714286,693.1714285714286
122984,1663,222.71939704667204,14.672454163625826,0.4423248362263207,21.64341551413109,540.2814191220685
111445,141,349.12042326733024,14.46963196989543,0.10066357574526752,7.702127659574468,460.5673758865248
122703,470,181.24087254440877,14.455136390590331,0.25992416583539724,10.372340425531915,331.17446808510635
120321,32,357.11670952216554,14.303818862946565,0.1382331133774296,17.71875,610.5625
